700.000000	0.022340
699.000000	0.022440
698.000000	0.022470
697.000000	0.022500
696.000000	0.022630
695.000000	0.022530
694.000000	0.022440
693.000000	0.022600
692.000000	0.022370
691.000000	0.022650
690.000000	0.022740
689.000000	0.022550
688.000000	0.022670
687.000000	0.022610
686.000000	0.022750
685.000000	0.022880
684.000000	0.022700
683.000000	0.023030
682.000000	0.022940
681.000000	0.023040
680.000000	0.023130
679.000000	0.023270
678.000000	0.023470
677.000000	0.023430
676.000000	0.023440
675.000000	0.023800
674.000000	0.023980
673.000000	0.024530
672.000000	0.024920
671.000000	0.026230
670.000000	0.027830
669.000000	0.030710
668.000000	0.035610
667.000000	0.040030
666.000000	0.044390
665.000000	0.047690
664.000000	0.051300
663.000000	0.053250
662.000000	0.053210
661.000000	0.051590
660.000000	0.049600
659.000000	0.048090
658.000000	0.046710
657.000000	0.045300
656.000000	0.045820
655.000000	0.047800
654.000000	0.050920
653.000000	0.056240
652.000000	0.062060
651.000000	0.068950
650.000000	0.075990
649.000000	0.078400
648.000000	0.076100
647.000000	0.074250
646.000000	0.073390
645.000000	0.072210
644.000000	0.071590
643.000000	0.072050
642.000000	0.075750
641.000000	0.082850
640.000000	0.092430
639.000000	0.100830
638.000000	0.104910
637.000000	0.104340
636.000000	0.100210
635.000000	0.093750
634.000000	0.083470
633.000000	0.070180
632.000000	0.058250
631.000000	0.048890
630.000000	0.042570
629.000000	0.038170
628.000000	0.035150
627.000000	0.033270
626.000000	0.031560
625.000000	0.030220
624.000000	0.029280
623.000000	0.028430
622.000000	0.027660
621.000000	0.027340
620.000000	0.026770
619.000000	0.026450
618.000000	0.025930
617.000000	0.025770
616.000000	0.025540
615.000000	0.025310
614.000000	0.024990
613.000000	0.025120
612.000000	0.025010
611.000000	0.025020
610.000000	0.024950
609.000000	0.024870
608.000000	0.024910
607.000000	0.024780
606.000000	0.024740
605.000000	0.024600
604.000000	0.024590
603.000000	0.024650
602.000000	0.024680
601.000000	0.024470
600.000000	0.024580
599.000000	0.024620
598.000000	0.024440
597.000000	0.024670
596.000000	0.024650
595.000000	0.024530
594.000000	0.024560
593.000000	0.024340
592.000000	0.024220
591.000000	0.024160
590.000000	0.024110
589.000000	0.024040
588.000000	0.024430
587.000000	0.024330
586.000000	0.024620
585.000000	0.024490
584.000000	0.024690
583.000000	0.025060
582.000000	0.025440
581.000000	0.025620
580.000000	0.025800
579.000000	0.026400
578.000000	0.026520
577.000000	0.026890
576.000000	0.027220
575.000000	0.027610
574.000000	0.027790
573.000000	0.027850
572.000000	0.028340
571.000000	0.028570
570.000000	0.028480
569.000000	0.028720
568.000000	0.028720
567.000000	0.029190
566.000000	0.028880
565.000000	0.028970
564.000000	0.029370
563.000000	0.029400
562.000000	0.029400
561.000000	0.029490
